Player,Rank,ID,.,Tm,Pos,#,Hgt,Wgt,WS,Age,Exp,Drafted,College,Hometown,Nationality,Secondary,Salary,Ct,Personality,NYAMBI,G,GS,MPG,PPG,RPG,APG,SPG,BPG,TPG,FG%,FT%,3P%,TS%,eFG%,OBPM,DBPM,BPM,OWS,DWS,WS.1,WS48,ORtg,DRtg,NetRtg,PER,EWA,VORP,ORB%,DRB%,REB%,AST%,STL%,BLK%,TOV%,USG%,$/WS,$/WS48,Cur,Pot,Off Archetype,Def Archetype,InsS,MidS,OutS,FrT,SlfC,ShtD,BalD,FlDr,Fnsh,Play,Pass,Grav,Spac,Hndl,Iso,PstE,PnrE,BBIQ,OnBD,OffD,Help,Stl,PstD,RimP,OffR,DefR,Ath,End,FstS,Quck,Spd,Str,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MIN_adv,PER_adv,EWA_adv,OWS_adv,DWS_adv,WS_adv,WS48_adv,BPM_adv,OBPM_adv,DBPM_adv,VORP_adv,WARP,DRE,AWS,ORtg_adv,DRtg_adv,NetRtg_adv,RAPM,ORAPM,DRAPM,TS%_adv,3PAr,FTr,ORB%_adv,DRB%_adv,TRB%_adv,AST%_adv,STL%_adv,BLK%_adv,TOV%_adv,USG%_adv,PM,BoxC,OL,Spc,aTOV,Adj3P%,MIN_hsl,SA,SAPG,CSht,CSPG,DFL,DFPG,LBR,LBPG,CD,CDPG,MIN_shot,RimM,RimA,Rim%,ClsM,ClsA,Cls%,MidM,MidA,Mid%,LngM,LngA,Lng%,SL_3PM,SL_3PA,SL_3P%,SL_FT,SL_FTA,SL_FT%,2PM 0-2ft,2PA 0-2ft,Pct_2PM_0_2ft,2PM 2-4ft,2PA 2-4ft,Pct_2PM_2_4ft,2PM 4-6ft,2PA 4-6ft,Pct_2PM_4_6ft,2PM 6+ft,2PA 6+ft,Pct_2PM_6plus,3PM 0-2ft,3PA 0-2ft,Pct_3PM_0_2ft,3PM 2-4ft,3PA 2-4ft,Pct_3PM_2_4ft,3PM 4-6ft,3PA 4-6ft,Pct_3PM_4_6ft,3PM 6+ft,3PA 6+ft,Pct_3PM_6plus,MIN_onoff,On ORtg,Off ORtg,On Net,On DRtg,Off DRtg,Off Net,Floor Net,PO_Tm,PO_G,PO_GS,PO_MPG,PO_FG,PO_FGA,PO_FG%,PO_3P,PO_3PA,PO_3P%,PO_eFG%,PO_TS%,PO_FT,PO_FTA,PO_FT%,PO_ORB,PO_DRB,PO_TRB,PO_AST,PO_STL,PO_BLK,PO_TOV,PO_PF,PO_PPG,MIN_pt,Plays,Isolation_Poss,Isolation_PTS,Isolation_PPP,Isolation_eFG,PnR_BallHandler_Poss,PnR_BallHandler_PTS,PnR_BallHandler_PPP,PnR_BallHandler_eFG,PnR_Rollman_Poss,PnR_Rollman_PTS,PnR_Rollman_PPP,PnR_Rollman_eFG,PostUp_Poss,PostUp_PTS,PostUp_PPP,PostUp_eFG,SpotUp_Poss,SpotUp_PTS,SpotUp_PPP,SpotUp_eFG,Handoff_Poss,Handoff_PTS,Handoff_PPP,Handoff_eFG,Cut_Poss,Cut_PTS,Cut_PPP,Cut_eFG,OffScreen_Poss,OffScreen_PTS,OffScreen_PPP,OffScreen_eFG,Transition_Poss,Transition_PTS,Transition_PPP,Transition_eFG,Misc_Poss,Misc_PTS,Misc_PPP,Misc_eFG,WS_actual,ValueIndex,DollarPerWS,ScorePerUsage
damjan nemanič,157,86401,face,Barons,SF,5.0,82 -             6'10“;,202,4.2,31,12,"#13, Wolves, 2038",,Jesenice,Slovenia,,19500000,1,Quiet,9.0,68.0,63.0,29.4,18.4,3.1,3.3,1.1,1.4,1.84,0.492,0.891,0.376,0.613,0.573,0.3,1.4,1.7,2.1,2.2,4.2,0.1,115.3,116.2,-1.0,17.7,2.2,1.9,2.8,8.1,5.5,17.0,1.9,4.0,10.9,24.5,"4,597,514","191,773,795",4.5,4.5,Glue Guy,Mobile Big,19,15,18,16,17,19,17,17,14,15,18,16,14,17,19,14,19,17,18,15,16,4,17,14,7,5,13,9,16,11,7,8,6.7,13.6,2.2,5.9,2.8,3.1,0.8,2.3,3.1,3.3,1.15,1.41,1.8,2.1,2002.2,17.7,2.2,2.1,2.2,4.2,0.102,1.7,0.3,1.4,1.9,5.1,3.4,7.2,115.3,116.2,-1.0,-0.3,0.7,-1.0,0.613,0.431,0.228,2.8,8.1,5.5,17.0,1.9,4.0,10.9,24.5,-0.7,6.0,35.6,0.2,8.4,0.376,2002.2,27.0,0.4,477.0,7.0,0.0,0.0,28.0,0.4,7.0,0.1,2002.2,199.0,314.0,0.634,43.0,87.0,0.494,40.0,73.0,0.548,23.0,52.0,0.442,150.0,399.0,0.376,211.0,188.0,0.891,88.0,193.0,0.456,128.0,252.0,0.508,86.0,198.0,0.434,153.0,282.0,0.543,2.0,13.0,0.154,24.0,91.0,0.264,41.0,119.0,0.345,83.0,176.0,0.472,2002,115.3,113.2,2.0,116.4,112.6,3.8,-1.8,Barons,7.0,7.0,35.0,8.9,17.0,0.521,2.6,6.9,0.375,0.597,0.612,2.1,3.0,0.714,0.6,2.3,2.9,3.7,1.0,1.14,1.7,2.3,22.4,2002.2,1117.0,114.0,132.0,1.16,0.636,14.0,15.0,1.07,0.5,63.0,75.0,1.19,0.637,218.0,286.0,1.31,0.71,410.0,398.0,0.97,0.48,129.0,136.0,1.05,0.55,66.0,80.0,1.21,0.585,8.0,4.0,0.5,0.2,94.0,105.0,1.12,0.587,1.0,2.0,2.0,1.0,4.2,0.3128205128205128,4642857.142857143,0.7510204081632652
jahda carlisle,158,435504,face,Cyclones,SG,0.0,78 -             6'6“;,209,3.5,21,2,"#1, Cyclones, 2048",,"Montebello, California",United States,,6250000,1+1t,Workhorse,19.9,77.0,77.0,31.5,17.9,4.5,2.9,1.6,0.2,1.95,0.454,0.834,0.367,0.581,0.534,-0.5,0.3,-0.2,1.4,2.1,3.5,0.1,111.7,118.0,-6.3,15.6,0.1,1.1,4.2,11.0,7.6,13.2,2.5,0.5,11.2,23.9,"1,785,608","90,117,384",4.0,4.5,Secondary Creator,Point Of Attack,14,15,16,14,16,12,16,19,13,9,11,18,12,16,9,3,14,13,17,17,13,17,1,2,13,19,19,8,14,14,17,14,6.2,13.7,2.2,6.0,3.3,3.9,1.3,3.3,4.5,2.9,1.61,0.17,1.9,1.7,2422.5,15.6,0.1,1.4,2.1,3.5,0.069,-0.2,-0.5,0.3,1.1,3.0,2.4,6.8,111.7,118.0,-6.3,1.2,1.6,-0.4,0.581,0.437,0.287,4.2,11.0,7.6,13.2,2.5,0.5,11.2,23.9,0.2,4.6,33.4,0.0,9.0,0.367,2422.5,12.0,0.2,295.0,3.8,0.0,0.0,20.0,0.3,7.0,0.1,2422.5,218.0,356.0,0.612,42.0,94.0,0.447,27.0,83.0,0.325,22.0,60.0,0.367,169.0,460.0,0.367,302.0,252.0,0.834,107.0,239.0,0.448,157.0,327.0,0.48,87.0,209.0,0.416,127.0,278.0,0.457,5.0,23.0,0.217,37.0,121.0,0.306,47.0,142.0,0.331,80.0,174.0,0.46,2423,117.3,113.9,3.4,117.1,114.9,2.1,1.3,Cyclones,1.0,1.0,37.0,5.0,15.0,0.333,1.0,7.0,0.143,0.033,0.367,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,11.0,2422.5,1317.0,307.0,267.0,0.87,0.434,3.0,1.0,0.33,0.0,99.0,84.0,0.85,0.436,237.0,295.0,1.24,0.671,410.0,440.0,1.07,0.549,109.0,116.0,1.06,0.54,66.0,61.0,0.92,0.533,15.0,11.0,0.73,0.321,71.0,85.0,1.2,0.585,0.0,2.0,0.0,,3.5,0.736,1785714.2857142857,0.7489539748953975
kel pendergast,159,159002,face,Devils,SG/SF,11.0,78 -             6'6“;,196,3.0,25,6,"#12, Devils, 2044",NC State,"Sanford, Florida",United States,,10000000,1,Leader,18.1,78.0,0.0,29.0,16.4,5.6,3.0,1.8,0.7,1.64,0.458,0.839,0.396,0.569,0.536,-1.9,2.6,0.7,0.8,2.2,3.0,0.1,110.0,117.2,-7.2,17.4,2.2,1.5,4.5,15.4,10.0,15.8,3.1,2.3,10.2,24.4,"3,319,130","156,337,935",5.0,5.0,Secondary Creator,Wing Stopper,19,15,19,17,19,20,11,10,16,12,10,16,17,17,19,2,12,20,19,19,16,18,12,8,11,19,11,16,12,10,13,18,6.1,13.3,2.1,5.2,2.1,2.6,1.2,4.4,5.6,3.0,1.85,0.69,1.6,1.4,2260.9,17.4,2.2,0.8,2.2,3.0,0.064,0.7,-1.9,2.6,1.5,4.2,3.4,7.5,110.0,117.2,-7.2,3.2,-1.8,5.0,0.569,0.394,0.192,4.5,15.4,10.0,15.8,3.1,2.3,10.2,24.4,-0.1,5.2,34.4,0.4,8.0,0.396,2260.9,35.0,0.4,264.0,3.4,0.0,0.0,26.0,0.3,8.0,0.1,2260.9,178.0,286.0,0.622,56.0,129.0,0.434,42.0,99.0,0.424,38.0,116.0,0.328,162.0,409.0,0.396,199.0,167.0,0.839,91.0,219.0,0.416,160.0,340.0,0.471,75.0,192.0,0.391,150.0,288.0,0.521,4.0,23.0,0.174,36.0,99.0,0.364,37.0,116.0,0.319,85.0,171.0,0.497,2261,113.0,108.8,4.2,113.0,125.7,-12.7,17.0,,,,,,,,,,,,,,,,,,,,,,,,,2260.9,1229.0,286.0,255.0,0.89,0.447,9.0,8.0,0.89,0.214,128.0,120.0,0.94,0.491,216.0,290.0,1.34,0.719,290.0,279.0,0.96,0.498,92.0,104.0,1.13,0.671,110.0,94.0,0.85,0.407,24.0,27.0,1.13,0.526,71.0,86.0,1.21,0.616,3.0,2.0,0.67,0.333,3.0,0.45,3333333.3333333335,0.6721311475409836
mandela marsh-kittrell,160,136974,face,Free Agent,PG,6.0,74 -             6'2“;,196,0.3,26,7,"#21, Stonecutters, 2043",Marquette,"Topeka, Kansas",United States,,0,0,Introverted,5.4,41.0,0.0,7.2,2.7,0.7,1.7,0.4,0.0,0.44,0.339,0.9,0.23,0.444,0.4,0.6,-1.9,-1.4,-0.1,0.4,0.3,0.1,105.6,114.6,-9.0,12.4,-0.5,0.0,2.6,7.4,5.0,29.7,3.0,0.6,12.7,20.8,0,0,4.5,4.5,Shot Creator,Point Of Attack,17,14,19,17,19,20,9,17,19,19,15,17,18,20,17,4,14,16,20,17,20,15,2,3,7,8,17,12,17,15,17,10,1.0,2.8,0.3,1.5,0.4,0.5,0.2,0.5,0.7,1.7,0.44,0.05,0.4,0.3,295.8,12.4,-0.5,-0.1,0.4,0.3,0.051,-1.4,0.6,-1.9,0.0,0.1,0.1,1.2,105.6,114.6,-9.0,2.4,-0.2,2.7,0.444,0.53,0.174,2.6,7.4,5.0,29.7,3.0,0.6,12.7,20.8,0.8,5.8,36.5,-2.1,8.2,0.229,295.8,0.0,0.0,38.0,0.9,0.0,0.0,7.0,0.2,1.0,0.0,295.8,8.0,17.0,0.471,10.0,20.0,0.5,4.0,8.0,0.5,3.0,9.0,0.333,14.0,61.0,0.23,20.0,18.0,0.9,7.0,16.0,0.438,9.0,33.0,0.273,11.0,30.0,0.367,12.0,36.0,0.333,0.0,0.0,0.0,1.0,16.0,0.063,4.0,20.0,0.2,9.0,25.0,0.36,,,,,,,,,Hurricanes,7.0,0.0,2.1,0.6,1.4,0.4,0.1,0.4,0.333,0.45,0.45,0.0,0.0,0.0,0.1,0.3,0.4,0.3,0.14,0.0,0.0,0.0,1.3,295.8,141.0,48.0,41.0,0.85,0.363,1.0,0.0,0.0,0.0,28.0,19.0,0.68,0.432,14.0,14.0,1.0,0.65,28.0,12.0,0.43,0.217,9.0,9.0,1.0,0.429,2.0,3.0,1.5,0.75,0.0,0.0,0.0,,11.0,12.0,1.09,0.6,0.0,0.0,0.0,,0.3,,0.0,0.12980769230769232
ruben miramontes,161,145196,face,Free Agent,SF/SG,20.0,77 -             6'5“;,206,0.3,28,8,"#17, Pilots, 2041",UConn,"Maracena, Spain",Spain,,0,0,Professional,2.7,34.0,3.0,17.4,8.0,2.3,1.7,1.1,0.1,0.85,0.403,0.781,0.333,0.517,0.496,-0.4,-0.3,-0.7,-0.3,0.6,0.3,0.0,103.1,116.6,-13.4,12.6,-0.9,0.2,3.0,10.7,6.8,13.6,3.1,0.6,10.0,21.3,0,0,4.5,4.5,Stationary Shooter,Wing Stopper,15,13,15,13,15,16,7,9,12,15,19,12,12,19,16,4,19,15,19,17,9,17,12,5,6,17,15,8,15,15,13,16,2.9,7.3,1.4,4.1,0.7,0.9,0.5,1.8,2.3,1.7,1.12,0.12,0.9,0.9,593.1,12.6,-0.9,-0.3,0.6,0.3,0.028,-0.7,-0.4,-0.3,0.2,0.5,0.8,3.2,103.1,116.6,-13.4,-2.3,-1.7,-0.6,0.517,0.556,0.129,3.0,10.7,6.8,13.6,3.1,0.6,10.0,21.3,-0.2,3.6,30.0,-0.5,7.9,0.333,593.1,5.0,0.1,109.0,3.2,0.0,0.0,11.0,0.3,0.0,0.0,593.1,41.0,70.0,0.586,6.0,17.0,0.353,3.0,12.0,0.25,4.0,11.0,0.364,46.0,138.0,0.333,32.0,25.0,0.781,15.0,38.0,0.395,28.0,70.0,0.4,28.0,70.0,0.4,29.0,70.0,0.414,0.0,2.0,0.0,10.0,35.0,0.286,18.0,49.0,0.367,18.0,52.0,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.1,291.0,24.0,17.0,0.71,0.333,3.0,6.0,2.0,1.0,6.0,0.0,0.0,0.0,54.0,70.0,1.3,0.673,137.0,112.0,0.82,0.449,35.0,40.0,1.14,0.617,13.0,13.0,1.0,0.409,0.0,0.0,0.0,,19.0,13.0,0.68,0.333,0.0,0.0,0.0,,0.3,,0.0,0.3755868544600939
tahj rallis,162,131463,face,Free Agent,SG,22.0,77 -             6'5“;,208,1.9,28,9,"#33, Calaveras, 2041",Stanford,"Kansas City North, Missouri",United States,,0,0,Volatile,9.9,78.0,8.0,20.5,9.1,2.3,2.3,1.0,0.4,1.04,0.436,0.839,0.367,0.56,0.535,0.5,-0.4,0.1,1.0,0.9,1.9,0.1,113.6,121.0,-7.4,13.4,-1.7,0.9,2.8,9.2,5.9,15.5,2.5,1.5,11.4,19.2,0,0,5.0,5.0,Stationary Shooter,Wing Stopper,19,17,19,15,18,18,15,8,16,19,11,17,18,19,16,8,13,15,15,19,16,12,12,10,5,14,15,16,16,17,14,14,3.3,7.6,1.5,4.1,0.9,1.1,0.6,1.7,2.3,2.3,1.04,0.37,1.0,1.3,1600.6,13.4,-1.7,1.0,0.9,1.9,0.056,0.1,0.5,-0.4,0.9,2.3,1.2,3.8,113.6,121.0,-7.4,-0.5,1.0,-1.5,0.56,0.537,0.146,2.8,9.2,5.9,15.5,2.5,1.5,11.4,19.2,-1.8,4.1,28.8,0.0,8.5,0.367,1600.6,,0.0,0.0,0.0,,0.0,,0.0,,0.0,1600.6,94.0,152.0,0.618,19.0,61.0,0.311,20.0,39.0,0.513,9.0,23.0,0.391,117.0,319.0,0.367,87.0,73.0,0.839,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,Hurricanes,12.0,0.0,8.8,2.8,4.8,0.579,1.6,2.8,0.559,0.746,0.757,0.3,0.3,1.0,0.2,0.6,0.8,1.1,0.58,0.0,0.4,0.8,7.4,1600.6,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,1.9,,0.0,0.4739583333333333
temple timmerman,163,148771,face,Free Agent,SG/SF,33.0,77 -             6'5“;,209,0.3,25,6,"#57, Jailbirds, 2044",Oklahoma State,"Oshkosh, Wisconsin",United States,,0,0,Confident,3.9,34.0,0.0,5.0,3.0,0.9,0.7,0.3,0.0,0.35,0.47,0.857,0.189,0.558,0.512,0.2,-0.1,0.2,0.1,0.2,0.3,0.1,110.5,115.9,-5.4,17.3,0.2,0.1,5.0,13.5,9.3,20.2,3.1,0.5,11.7,26.3,0,0,4.5,4.5,Secondary Creator,Wing Stopper,18,11,13,19,16,18,18,8,18,13,18,19,8,19,18,3,17,17,17,19,13,18,2,2,8,17,14,6,9,15,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crusaders,5.0,0.0,4.3,1.6,2.0,0.8,0.6,0.8,0.75,0.95,0.91,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.0,0.11406844106463879
cheddi pellerin,164,125258,face,Giants,PF/C,15.0,84 -             7'0“;,232,2.1,27,8,"#11, Vultures, 2042",Florida,"Rochester, New York",United States,,0,0,Balanced,14.5,55.0,3.0,14.0,5.1,4.6,1.0,0.3,0.9,0.58,0.478,0.867,0.404,0.585,0.562,1.6,1.6,3.1,0.9,1.3,2.1,0.1,120.5,111.0,9.6,15.0,-0.2,1.0,8.8,25.4,17.0,9.3,0.9,6.0,11.8,15.1,0,0,4.0,4.0,Stretch Big,Anchor Big,19,16,16,13,7,4,15,13,14,2,14,8,10,6,11,10,14,20,7,11,15,10,17,18,16,14,15,17,7,7,4,10,2.0,4.1,0.7,1.7,0.5,0.5,1.2,3.4,4.6,1.0,0.25,0.93,0.6,1.0,768.1,15.0,-0.2,0.9,1.3,2.1,0.134,3.1,1.6,1.6,1.0,2.7,0.8,3.4,120.5,111.0,9.6,5.5,3.6,1.9,0.585,0.416,0.133,8.8,25.4,17.0,9.3,0.9,6.0,11.8,15.1,0.5,2.1,21.6,0.4,9.6,0.402,768.1,57.0,1.0,169.0,3.1,0.0,0.0,6.0,0.1,0.0,0.0,768.1,34.0,54.0,0.63,20.0,45.0,0.444,12.0,27.0,0.444,4.0,6.0,0.667,38.0,94.0,0.404,30.0,26.0,0.867,25.0,55.0,0.455,23.0,56.0,0.411,21.0,48.0,0.438,39.0,67.0,0.582,0.0,2.0,0.0,6.0,19.0,0.316,8.0,27.0,0.296,24.0,46.0,0.522,768,115.2,116.9,-1.7,112.6,113.3,-0.7,-1.0,Giants,3.0,0.0,16.2,1.7,3.7,0.455,0.7,2.0,0.333,0.545,0.545,0.0,0.0,0.0,1.0,4.0,5.0,1.7,0.33,1.67,1.0,2.7,4.0,768.1,271.0,10.0,12.0,1.2,0.6,25.0,25.0,1.0,0.55,13.0,6.0,0.46,0.375,18.0,28.0,1.56,0.813,121.0,117.0,0.97,0.535,26.0,31.0,1.19,0.705,5.0,2.0,0.4,0.0,3.0,4.0,1.33,1.0,31.0,33.0,1.06,0.518,19.0,22.0,1.16,0.529,2.1,,0.0,0.33774834437086093
terrell stewart,165,106489,face,Predators,PG,22.0,74 -             6'2“;,179,5.5,29,9,"#31, Lumberjacks, 2041",UNLV,"Lubbock, Texas",United States,,0,0,Eccentric,15.9,82.0,3.0,14.5,5.7,2.5,4.6,0.9,0.0,0.5,0.436,0.846,0.345,0.543,0.52,6.7,-1.1,5.6,3.7,1.8,5.5,0.2,136.3,112.0,24.3,19.1,2.1,2.3,6.4,10.7,8.6,38.7,3.1,0.1,8.7,16.4,0,0,5.0,5.0,Primary Ballhandler,Point Of Attack,15,19,17,18,19,19,18,9,15,17,18,17,16,19,18,6,15,20,17,20,15,17,2,4,15,14,16,17,9,19,15,11,2.2,5.0,0.8,2.4,0.5,0.6,0.9,1.5,2.5,4.6,0.94,0.02,0.5,0.8,1188.7,19.1,2.1,3.7,1.8,5.5,0.224,5.6,6.7,-1.1,2.3,6.2,2.7,4.7,136.3,112.0,24.3,1.1,2.0,-0.9,0.543,0.483,0.127,6.4,10.7,8.6,38.7,3.1,0.1,8.7,16.4,2.6,9.1,37.0,-0.2,4.5,0.345,1188.7,2.0,0.0,151.0,1.8,0.0,0.0,16.0,0.2,1.0,0.0,1188.7,72.0,117.0,0.615,8.0,25.0,0.32,15.0,30.0,0.5,15.0,39.0,0.385,68.0,197.0,0.345,52.0,44.0,0.846,29.0,64.0,0.453,54.0,130.0,0.415,29.0,83.0,0.349,66.0,131.0,0.504,2.0,5.0,0.4,10.0,46.0,0.217,14.0,53.0,0.264,42.0,93.0,0.452,1189,121.2,120.8,0.4,111.7,110.4,1.3,-0.9,Predators,24.0,0.0,10.0,2.0,4.5,0.44,1.0,2.4,0.397,0.546,0.571,0.5,0.5,1.0,0.6,1.6,2.2,2.4,0.63,0.0,0.9,0.5,5.4,1188.7,464.0,138.0,119.0,0.86,0.427,5.0,9.0,1.8,0.9,46.0,41.0,0.89,0.465,110.0,152.0,1.38,0.745,78.0,66.0,0.85,0.442,38.0,26.0,0.68,0.361,18.0,11.0,0.61,0.313,7.0,5.0,0.71,0.375,24.0,37.0,1.54,0.725,0.0,0.0,0.0,,5.5,,0.0,0.34756097560975613
devin kavanagh,166,429949,face,Renegades,PG,4.0,74 -             6'2“;,184,8.5,21,2,"#17, Renegades, 2048",UNLV,"Las Vegas, Nevada",,,3700000,1+1t,Dedicated,25.2,82.0,76.0,32.7,14.7,2.7,5.5,1.7,0.1,1.44,0.495,0.759,0.446,0.617,0.589,3.0,-1.2,1.8,5.5,3.0,8.5,0.2,127.5,115.8,11.7,15.9,0.5,2.6,2.3,6.2,4.3,23.2,2.6,0.2,10.7,17.7,"433,696","24,230,929",4.0,4.5,Primary Ballhandler,Point Of Attack,15,17,19,15,19,16,14,18,15,14,15,19,13,16,8,1,19,15,18,17,10,17,1,2,4,7,16,13,13,16,17,2,5.3,10.7,2.0,4.5,2.1,2.8,0.7,2.0,2.7,5.5,1.72,0.07,1.4,1.0,2681.8,15.9,0.5,5.5,3.0,8.5,0.153,1.8,3.0,-1.2,2.6,7.0,3.9,8.0,127.5,115.8,11.7,3.8,1.3,2.6,0.617,0.418,0.259,2.3,6.2,4.3,23.2,2.6,0.2,10.7,17.7,5.2,6.9,31.3,0.8,6.9,0.445,2681.8,6.0,0.1,354.0,4.3,0.0,0.0,37.0,0.5,16.0,0.2,2681.8,173.0,276.0,0.627,64.0,145.0,0.441,23.0,68.0,0.338,12.0,23.0,0.522,164.0,368.0,0.446,228.0,173.0,0.759,76.0,169.0,0.45,138.0,274.0,0.504,78.0,164.0,0.476,144.0,273.0,0.527,1.0,7.0,0.143,28.0,87.0,0.322,45.0,98.0,0.459,90.0,176.0,0.511,2682,120.9,119.5,1.4,112.7,115.4,-2.7,4.1,Renegades,6.0,5.0,34.4,7.2,12.3,0.581,1.3,4.3,0.308,0.635,0.673,3.5,4.3,0.808,1.2,1.2,2.3,4.7,1.83,0.0,0.8,1.2,19.2,2681.8,1080.0,439.0,444.0,1.01,0.534,5.0,9.0,1.8,0.9,110.0,94.0,0.85,0.423,144.0,190.0,1.32,0.711,246.0,315.0,1.28,0.693,20.0,21.0,1.05,0.654,58.0,56.0,0.97,0.548,5.0,4.0,0.8,0.0,53.0,61.0,1.15,0.577,0.0,0.0,0.0,,8.5,2.9999999999999996,435294.1176470588,0.8305084745762712
tomas alvarado,167,494215,face,Saints,C,68.0,81 -             6'9“;,239,2.8,20,2,"#29, Saints, 2048",,"Casilda, Argentina",Argentina,,2350000,1+1t,Egotistical,8.6,82.0,66.0,26.0,10.9,9.0,0.9,0.4,1.0,1.01,0.543,0.772,0.0,0.595,0.543,-6.3,0.0,-6.3,1.7,1.1,2.8,0.1,116.0,121.4,-5.4,14.3,-1.3,-2.3,6.5,30.2,18.0,4.9,0.7,3.2,9.9,17.0,"849,499","37,737,214",4.0,5.0,Roll-and-Cut Big,Anchor Big,15,13,4,11,7,3,11,15,9,3,5,3,15,4,9,16,14,14,8,10,13,7,10,16,15,16,8,5,7,12,11,14,4.2,7.7,0.0,0.0,2.5,3.3,1.7,7.4,9.0,0.9,0.37,0.99,1.0,2.0,2132.3,14.3,-1.3,1.7,1.1,2.8,0.062,-6.3,-6.3,0.0,-2.3,-6.3,1.3,5.4,116.0,121.4,-5.4,-1.4,0.0,-1.4,0.595,0.0,0.42,6.5,30.2,18.0,4.9,0.7,3.2,9.9,17.0,-6.1,1.2,21.0,0.0,8.9,0.0,2132.3,231.0,2.8,569.0,6.9,0.0,0.0,19.0,0.2,2.0,0.0,2132.3,213.0,340.0,0.626,108.0,246.0,0.439,16.0,38.0,0.421,8.0,11.0,0.727,0.0,0.0,0.0,267.0,206.0,0.772,117.0,268.0,0.437,145.0,225.0,0.644,57.0,96.0,0.594,26.0,46.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132,110.8,110.8,0.0,122.7,124.8,-2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,2132.3,828.0,1.0,0.0,0.0,,339.0,386.0,1.14,0.583,3.0,4.0,1.33,0.667,127.0,110.0,0.87,0.481,67.0,81.0,1.21,0.551,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,58.0,49.0,0.84,0.357,202.0,221.0,1.09,0.553,29.0,33.0,1.14,0.6,2.8,0.2127659574468085,839285.7142857143,0.6411764705882353
arif langston,168,70166,face,Skyhawks,SG,8.0,80 -             6'8“;,192,3.8,30,11,"#7, Stonecutters, 2039",Washington,"Austin, Texas",United States,,0,0,Ambitious,16.7,80.0,0.0,20.8,13.8,3.7,1.4,1.3,0.6,1.01,0.454,0.939,0.417,0.591,0.564,1.1,1.3,2.4,1.8,1.9,3.8,0.1,115.5,115.5,0.0,19.2,3.1,1.8,6.4,11.8,9.0,10.6,2.9,2.5,8.0,26.0,0,0,5.0,5.0,Stationary Shooter,Wing Stopper,19,13,18,17,17,8,14,12,14,9,10,15,19,18,15,3,18,17,18,19,17,17,4,17,16,17,17,13,11,15,14,13,5.0,11.1,2.5,5.9,1.3,1.4,1.4,2.3,3.7,1.4,1.26,0.63,1.0,1.5,1660.9,19.2,3.1,1.8,1.9,3.8,0.109,2.4,1.1,1.3,1.8,5.0,3.0,6.1,115.5,115.5,0.0,1.7,2.7,-1.0,0.591,0.532,0.129,6.4,11.8,9.0,10.6,2.9,2.5,8.0,26.0,-1.1,4.5,35.3,1.1,6.7,0.417,1660.9,10.0,0.1,352.0,4.4,0.0,0.0,17.0,0.2,8.0,0.1,1660.9,126.0,213.0,0.592,19.0,64.0,0.297,47.0,95.0,0.495,13.0,42.0,0.31,196.0,470.0,0.417,114.0,107.0,0.939,57.0,150.0,0.38,123.0,254.0,0.484,85.0,195.0,0.436,136.0,285.0,0.477,3.0,22.0,0.136,49.0,120.0,0.408,50.0,126.0,0.397,94.0,202.0,0.465,1661,115.0,110.0,5.0,117.2,115.9,1.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,1660.9,1003.0,91.0,90.0,0.99,0.488,5.0,9.0,1.8,0.9,53.0,58.0,1.09,0.533,212.0,279.0,1.32,0.691,409.0,430.0,1.05,0.55,106.0,97.0,0.92,0.472,44.0,46.0,1.05,0.581,16.0,14.0,0.88,0.318,67.0,71.0,1.06,0.519,0.0,0.0,0.0,,3.8,,0.0,0.5307692307692308
